Energy (MeV),1.00E-09,1.58E-09,2.51E-09,3.98E-09,6.31E-09,1.00E-08,1.58E-08,2.51E-08,3.98E-08,6.31E-08,1.00E-07,1.58E-07,2.51E-07,3.98E-07,6.31E-07,1.00E-06,1.58E-06,2.51E-06,3.98E-06,6.31E-06,1.00E-05,1.58E-05,2.51E-05,3.98E-05,6.31E-05,0.0001,0.000158,0.000251,0.000398,0.000631,0.001,0.00158,0.00251,0.00398,0.00631,0.01,0.0158,0.0251,0.0398,0.0631,0.1,0.126,0.158,0.2,0.251,0.316,0.398,0.501,0.631,0.794,1,1.12,1.26,1.41,1.58,1.78,2,2.24,2.51,2.82,3.16,3.55,3.98,4.47,5.01,5.62,6.31,7.08,7.94,8.91,10,11.2,12.6,14.1,15.8,17.8,20,25.1,31.6,39.8,50.1,63.1,79.4,100
1cm,0.000929565,0.000980538,0.001037617,0.00111195,0.0011982,0.001293633,0.001396883,0.001472317,0.0015438,0.001622833,0.001694283,0.001722783,0.00171865,0.001693317,0.001651033,0.001593167,0.0015303,0.00146005,0.0013911,0.001329117,0.00125485,0.001193683,0.001126083,0.00106545,0.00100575,0.00095249,0.000901528,0.000852893,0.000807655,0.000769072,0.000734045,0.000699038,0.00066418,0.000633487,0.000609913,0.000580858,0.000554313,0.000533765,0.00051411,0.000494597,0.00047618,0.000469132,0.000451573,0.00044688,0.000444327,0.000425825,0.000410547,0.000394727,0.0003741,0.000352475,0.000329242,0.000317065,0.000305925,0.000288053,0.00027423,0.000257322,0.000240123,0.00022324,0.000206777,0.00018625,0.000172282,0.000153853,0.000150283,0.000143542,0.00013927,0.000132773,0.000123198,0.000107135,9.80E-05,8.71E-05,7.84E-05,8.55E-05,8.28E-05,8.36E-05,8.51E-05,8.42E-05,0.000121845,6.74E-05,5.78E-05,5.54E-05,5.44E-05,5.15E-05,5.29E-05,5.97E-05
2cm,0.00075421,0.000794237,0.000842168,0.00090217,0.000981402,0.00107735,0.001181033,0.001282417,0.001391167,0.001522483,0.001665917,0.001777617,0.001817567,0.001846233,0.001837817,0.001828067,0.001790917,0.001745183,0.0016869,0.001639467,0.00157915,0.001512133,0.001449067,0.001391217,0.00132815,0.001272883,0.001216967,0.001168283,0.001115067,0.001067733,0.001020843,0.000985497,0.000936965,0.000902045,0.000869733,0.000832618,0.00080957,0.000776215,0.00074992,0.000722175,0.000695223,0.000686117,0.000664162,0.000659062,0.000648115,0.000627208,0.000607312,0.000583603,0.00055298,0.000522747,0.000494192,0.00047443,0.000453773,0.000432418,0.000410355,0.000385628,0.000360283,0.000332583,0.000307402,0.000272785,0.000256973,0.00022682,0.000221293,0.000210997,0.000204315,0.000192848,0.000178907,0.000155723,0.000140568,0.000122035,0.000111495,0.000120915,0.00011533,0.000118108,0.000116988,0.00011518,0.000172423,8.98E-05,7.53E-05,6.88E-05,6.64E-05,6.39E-05,6.35E-05,7.04E-05
3cm,0.000668267,0.000698237,0.000739187,0.000783633,0.000856222,0.000946822,0.0010492,0.0011536,0.00127295,0.001426817,0.001612933,0.0017766,0.001843817,0.00192345,0.001964683,0.001968983,0.001962633,0.00194245,0.001911117,0.0018867,0.001832183,0.00178065,0.001727467,0.001674933,0.0016103,0.001556467,0.001494317,0.001444717,0.001390783,0.001341583,0.00129515,0.001250083,0.00120505,0.001160083,0.001122917,0.001090233,0.00104805,0.001015023,0.000983285,0.000952103,0.000918565,0.000909767,0.000882068,0.000875695,0.00085941,0.00083435,0.00080929,0.00078017,0.000746748,0.000704738,0.0006605,0.000635955,0.00060777,0.000579328,0.000550298,0.000515308,0.0004841,0.000448177,0.000413143,0.000363792,0.000341425,0.000304978,0.000297258,0.000282165,0.000271993,0.000257878,0.000237365,0.000204548,0.000184718,0.000160343,0.00014497,0.000158782,0.000150675,0.000150477,0.000149362,0.000146958,0.000224555,0.000113357,9.17E-05,8.27E-05,7.85E-05,7.51E-05,7.24E-05,7.94E-05
4cm,0.000607208,0.000634798,0.000672655,0.000716617,0.000778167,0.000858527,0.000960962,0.001051617,0.001169383,0.00133045,0.001545183,0.001735867,0.001834983,0.0019474,0.002011267,0.002053717,0.002068067,0.002070167,0.002058967,0.002052,0.002020817,0.00197565,0.001925667,0.001880417,0.001836817,0.001779583,0.0017302,0.001680867,0.001623967,0.00158105,0.001527983,0.001482483,0.001436833,0.001395533,0.001353617,0.001309683,0.001274967,0.001234833,0.00119865,0.0011714,0.001139333,0.001123783,0.00109375,0.001083783,0.0010656,0.0010369,0.001011935,0.000976562,0.000933468,0.000881915,0.000830263,0.000800327,0.00076473,0.000726712,0.000691105,0.000646577,0.000607208,0.00056508,0.000520602,0.000459375,0.000431367,0.00038292,0.000372087,0.00035165,0.00034239,0.000320253,0.000295085,0.00025359,0.000228505,0.000200273,0.000177935,0.000194293,0.000184342,0.000185408,0.00018335,0.000180565,0.000275857,0.00013572,0.000109608,9.80E-05,9.21E-05,8.38E-05,8.26E-05,9.00E-05
5cm,0.00056781,0.000588983,0.000622767,0.000664882,0.000721925,0.000797875,0.000890567,0.000977677,0.0010947,0.001255067,0.00147215,0.0016851,0.001798117,0.001930017,0.002015033,0.0020813,0.002120967,0.0021483,0.002158933,0.002161517,0.002143983,0.0021127,0.002082383,0.002040717,0.002005383,0.001961367,0.001912817,0.001863867,0.001822167,0.001774633,0.001733017,0.0016867,0.001639083,0.00159715,0.0015529,0.001511933,0.00147505,0.00143585,0.00139515,0.001371467,0.001336983,0.001324117,0.001295883,0.001285917,0.0012638,0.001230883,0.001205883,0.001164583,0.001112383,0.00105545,0.000994552,0.000959025,0.00091395,0.000875743,0.000827665,0.000780327,0.00072673,0.000675647,0.000622187,0.000550952,0.000519003,0.000457972,0.000444317,0.000422768,0.000409933,0.000381985,0.000353725,0.000303237,0.000273112,0.000235642,0.000211315,0.000231402,0.000219423,0.000218467,0.00021832,0.00021485,0.000327517,0.000158393,0.000127727,0.00011274,0.000104173,9.44E-05,9.28E-05,9.92E-05
6cm,0.000531798,0.000556888,0.000585298,0.000623707,0.000678877,0.000752428,0.000837033,0.000921482,0.001031333,0.001190233,0.00140275,0.001622033,0.00174345,0.001892483,0.001998883,0.002078883,0.00213435,0.002174867,0.002204483,0.002219683,0.002216967,0.002205433,0.002191067,0.0021567,0.00213135,0.002092967,0.002062533,0.002019067,0.0019755,0.0019379,0.001893217,0.001858233,0.0018151,0.001769017,0.0017346,0.001688733,0.0016569,0.00162475,0.001583617,0.001558833,0.00151865,0.001518383,0.001479217,0.001473417,0.001452083,0.001418633,0.001390083,0.0013418,0.001288983,0.00122385,0.001155883,0.001116533,0.001063367,0.001015822,0.000962805,0.000909863,0.000847293,0.000787985,0.00072754,0.00064136,0.000601023,0.00053573,0.000518273,0.000491943,0.000472942,0.000448148,0.000409138,0.000353318,0.000316128,0.000271588,0.000246205,0.00026752,0.00025258,0.000252493,0.000252763,0.000243877,0.000376742,0.000182728,0.000146222,0.000124952,0.000115733,0.000106847,0.00010322,0.000110472
7cm,0.00050987,0.000530398,0.000559367,0.000596027,0.000648362,0.000715828,0.000794447,0.000878928,0.000987002,0.0011369,0.001352917,0.001575867,0.001702617,0.001861233,0.001973833,0.002073517,0.00213445,0.002193867,0.0022352,0.002264017,0.0022834,0.00227575,0.002270367,0.00225835,0.002231517,0.0022082,0.002181217,0.00214745,0.00211495,0.002071883,0.0020326,0.002002967,0.001962467,0.001921783,0.001885317,0.001851983,0.0018161,0.001784067,0.0017496,0.001725117,0.001701167,0.001685833,0.001656183,0.001648667,0.001629117,0.001603033,0.001563467,0.00151505,0.001460367,0.001386817,0.001312883,0.001263483,0.00121165,0.001149883,0.00109595,0.001031467,0.000961313,0.000895145,0.000826847,0.000728092,0.000683188,0.00061022,0.000586445,0.00055661,0.000538548,0.000505325,0.000464423,0.00039958,0.000359158,0.000309923,0.000277172,0.00030106,0.00028608,0.00028521,0.000283072,0.00027676,0.000424617,0.000203228,0.000161065,0.000139565,0.000127538,0.000114557,0.000111425,0.000119213
9cm,0.000467773,0.000489632,0.000514722,0.000548575,0.000596963,0.000660003,0.000733298,0.000809728,0.000906062,0.00105,0.00125795,0.0014683,0.001603717,0.001770817,0.001896983,0.0020096,0.00209685,0.0021704,0.002225683,0.0022786,0.002316017,0.002335483,0.002350383,0.002348,0.002345717,0.002338683,0.0023275,0.002307817,0.002285367,0.00227195,0.00224415,0.002212067,0.002184367,0.00215975,0.002124617,0.002100317,0.002068617,0.002049883,0.002011983,0.0020069,0.001983817,0.001987683,0.001943383,0.0019527,0.001935767,0.001905583,0.00187845,0.001821233,0.00176195,0.001677917,0.001579367,0.001526667,0.001467433,0.001398383,0.001331767,0.001248833,0.001171033,0.0010882,0.001006407,0.000884693,0.000831092,0.000738843,0.000715783,0.00067731,0.00064982,0.000614148,0.00056644,0.000485748,0.000438573,0.00037616,0.000335047,0.00036611,0.000343757,0.000343618,0.000341353,0.00032968,0.000512155,0.000243278,0.000191823,0.000165217,0.000150162,0.000134327,0.000131112,0.00013841
12cm,0.000427027,0.000443783,0.00046971,0.000503038,0.000546055,0.000602595,0.000667245,0.00073724,0.000830693,0.000961837,0.00114665,0.001353917,0.00148525,0.001643933,0.001778767,0.001894817,0.001979633,0.00207325,0.002141617,0.002212183,0.0022642,0.0023038,0.00232705,0.002349217,0.002361167,0.002366183,0.002375533,0.0023778,0.002369833,0.002367317,0.002353583,0.002338383,0.002320233,0.0023104,0.002287933,0.002270817,0.002252633,0.00224145,0.0022211,0.002222017,0.002221317,0.0022216,0.00219325,0.002205583,0.002195717,0.002172683,0.002145017,0.002094033,0.002029083,0.00193875,0.001834883,0.001768317,0.001697417,0.001626733,0.001544117,0.001453317,0.001362933,0.001272317,0.001167933,0.001032083,0.000967437,0.000857373,0.000833663,0.000789667,0.000761315,0.000719927,0.000658693,0.000563262,0.000504755,0.000437055,0.000387697,0.000425052,0.000399923,0.000397882,0.000395802,0.000381488,0.000590493,0.000280593,0.000220875,0.000186782,0.000170408,0.000150573,0.000144472,0.000154632
