0.0009317,0.00095421,0.00099559,0.0010669,0.0011664,0.0012978,0.0014663,0.0016552,0.0018582,0.0021931,0.002627,0.0030821,0.0033506,0.0036536,0.0038353,0.0039464,0.0039588,0.0040014,0.0039622,0.0039181,0.0038344,0.0037293,0.0036097,0.0035049,0.0033828,0.0032871,0.0031625,0.0030609,0.002959,0.0028674,0.002775,0.0026968,0.0026099,0.0025304,0.0024666,0.0024048,0.0023308,0.0022734,0.0022277,0.0021968,0.0021729,0.0021379,0.0021039,0.0021169,0.0021164,0.0020755,0.0020165,0.0019589,0.0018886,0.0017919,0.0016949,0.0016438,0.0015682,0.0014929,0.0014326,0.0013488,0.0012608,0.0011728,0.0010878,0.00096092,0.00090688,0.00081226,0.00079582,0.0007614,0.00074317,0.00070455,0.00065422,0.00057892,0.00052279,0.00046536,0.00042263,0.00046511,0.00045389,0.00045623,0.00046467,0.00046427,0.00066908,0.00037114,0.00032779,0.00030663,0.0003025,0.00029503,0.00029384,0.00032309
0.0011116,0.0011608,0.0012156,0.0013016,0.0014225,0.0015783,0.0017779,0.001993,0.002246,0.0026425,0.0031804,0.0037384,0.0040681,0.0044517,0.0046901,0.0048986,0.004986,0.0050518,0.0050583,0.0050937,0.0050032,0.0049329,0.004845,0.0047332,0.0046397,0.00452,0.0044193,0.0042782,0.0041717,0.0040609,0.0039306,0.0038591,0.0037248,0.0036457,0.0035573,0.0034649,0.0034059,0.0033105,0.0032671,0.003217,0.003172,0.0031503,0.0031148,0.0031062,0.0030835,0.0030447,0.0029824,0.0028943,0.002804,0.0026612,0.002519,0.0024351,0.0023322,0.002239,0.0021153,0.0020072,0.0018696,0.0017459,0.0016058,0.0014161,0.0013347,0.0011878,0.0011571,0.0011102,0.0010827,0.0010271,0.00092772,0.00081252,0.00073592,0.00064457,0.00058685,0.00064388,0.00061536,0.00062433,0.00062786,0.00061346,0.00091924,0.00047854,0.00040241,0.00036641,0.00035701,0.00033847,0.0003358,0.00037106
0.0012732,0.0013257,0.0013783,0.0014766,0.0016131,0.0017952,0.0020191,0.0022488,0.002553,0.0029752,0.0035901,0.0042551,0.0046315,0.0051222,0.005442,0.0057086,0.005856,0.0059938,0.0060506,0.0061212,0.0060856,0.0060475,0.0059689,0.005879,0.0057794,0.0056749,0.0055585,0.005429,0.0053261,0.0052169,0.005068,0.0049696,0.0048695,0.004743,0.0046053,0.0045323,0.0044501,0.0043547,0.0042901,0.0042441,0.0042181,0.0042018,0.0041122,0.0041371,0.0040966,0.0040438,0.0039723,0.0038442,0.0037331,0.003567,0.0033564,0.0032332,0.0031006,0.0029656,0.0028277,0.0026625,0.0024939,0.0023302,0.0021539,0.0018777,0.0017786,0.0015821,0.0015352,0.0014741,0.0014216,0.001348,0.001235,0.0010743,0.00096638,0.0008471,0.00076129,0.00083104,0.00079653,0.00078965,0.00080048,0.00077192,0.0011841,0.00059968,0.00049851,0.00044323,0.00042658,0.00039012,0.00038747,0.0004232
0.0014006,0.0014529,0.0015246,0.0016321,0.0017876,0.0019737,0.0022129,0.0024438,0.002763,0.0032427,0.003918,0.0046424,0.0050766,0.005641,0.0060113,0.0063365,0.006611,0.0067627,0.0068726,0.006982,0.0070006,0.0069992,0.0069165,0.0068326,0.0067825,0.0066776,0.0065748,0.0064738,0.0063598,0.006239,0.006121,0.0060289,0.0059049,0.0057922,0.0056574,0.0055377,0.005453,0.0053607,0.0052927,0.0052704,0.0051989,0.0051657,0.0050959,0.0051425,0.0050805,0.0050272,0.0049309,0.0047921,0.0046518,0.0044319,0.0042071,0.0040575,0.0038932,0.0037376,0.0035412,0.0033541,0.0031076,0.0028988,0.0026764,0.0023571,0.002224,0.0019684,0.0019211,0.0018258,0.0017726,0.0016732,0.0015182,0.0013349,0.0011865,0.0010406,0.0009321,0.0010166,0.00097165,0.00097507,0.00096111,0.00094749,0.0014493,0.00071108,0.00059044,0.00051841,0.0004906,0.0004485,0.00044606,0.00048351
0.0014924,0.0015563,0.0016392,0.0017444,0.0019094,0.00212,0.0023631,0.0025976,0.0029734,0.0034533,0.0041638,0.0049827,0.0054519,0.0060483,0.0064747,0.006889,0.0071274,0.0073414,0.0075293,0.0076798,0.0077205,0.0077468,0.0077303,0.0077362,0.0076479,0.0075807,0.0075045,0.0073705,0.0072849,0.0071629,0.0070709,0.0069608,0.0068499,0.0067338,0.0065983,0.0064846,0.0063912,0.0063097,0.0062444,0.0062015,0.0061668,0.0061283,0.0060683,0.0060905,0.0060483,0.0060038,0.0058527,0.0057477,0.0055686,0.0053103,0.0050225,0.0048785,0.0046517,0.0044477,0.0042459,0.003987,0.0037313,0.0034802,0.0032207,0.0028217,0.0026502,0.002343,0.0023214,0.0021876,0.0021141,0.0020007,0.001817,0.0015904,0.0014167,0.0012368,0.0010975,0.0011995,0.0011521,0.0011387,0.0011442,0.0011085,0.0017138,0.0008318,0.00067836,0.00058749,0.0005498,0.00050525,0.0004855,0.00053459
0.0015973,0.0016644,0.0017515,0.00186,0.0020285,0.0022411,0.0025159,0.002785,0.0031322,0.0036418,0.0044122,0.0052609,0.0057914,0.0064069,0.0068991,0.007325,0.0076359,0.0079394,0.0081535,0.0083151,0.0083947,0.0084701,0.0085029,0.008484,0.0084511,0.0084051,0.0083508,0.0082689,0.0081684,0.0080943,0.0079657,0.0078884,0.0077342,0.0076758,0.0075371,0.0074208,0.0073445,0.0072583,0.0071927,0.0071608,0.0071439,0.0071303,0.0070802,0.007073,0.0070358,0.0069736,0.0068503,0.0066805,0.0065064,0.0062244,0.0058825,0.005682,0.005435,0.0052157,0.0049978,0.0046943,0.0043865,0.0041063,0.0037925,0.0033029,0.0031277,0.0027573,0.0026949,0.0025789,0.0025019,0.0023239,0.0021267,0.0018517,0.0016462,0.0014456,0.001288,0.0014098,0.001329,0.0013351,0.001324,0.0012857,0.0019888,0.00095809,0.00077258,0.00066221,0.00061025,0.00055684,0.0005478,0.0005796
0.0016677,0.0017344,0.0018237,0.0019476,0.002122,0.0023617,0.0026111,0.002894,0.0032728,0.003801,0.0046019,0.0054479,0.0059805,0.006687,0.0071595,0.0076116,0.0080012,0.0083113,0.008542,0.0087897,0.0089475,0.0089931,0.0090724,0.0090987,0.0090803,0.0090632,0.0090168,0.0089341,0.0089164,0.008796,0.0087146,0.0086478,0.0085049,0.0083871,0.0082803,0.0082379,0.0081397,0.0080402,0.0079928,0.0079879,0.0079882,0.0079707,0.0079093,0.0079534,0.0079089,0.007839,0.0077151,0.0075273,0.0073294,0.0070076,0.0066108,0.0064231,0.0061684,0.0059246,0.0056311,0.0053146,0.0049781,0.0046406,0.0042821,0.0037877,0.0035288,0.0031284,0.0030519,0.0029113,0.0028055,0.0026425,0.0024195,0.0020894,0.0018695,0.0016336,0.0014467,0.0015923,0.0014923,0.0014992,0.0014893,0.0014391,0.0022191,0.0010745,0.00084768,0.00073505,0.00066396,0.00060485,0.00058356,0.00062919
0.001752,0.0018414,0.0019298,0.0020601,0.0022315,0.0024817,0.0027681,0.0030479,0.0034375,0.0040303,0.0048192,0.0057236,0.0062652,0.0069764,0.0075307,0.0080462,0.0084508,0.008838,0.0091293,0.0094308,0.0096105,0.009757,0.0098652,0.0099361,0.01001,0.010034,0.010052,0.010015,0.0099952,0.0099699,0.0098768,0.0098443,0.0097491,0.009685,0.0095931,0.0095158,0.009435,0.0093714,0.0093812,0.0094041,0.0094404,0.0094151,0.0094063,0.0094205,0.0094158,0.0093553,0.0092203,0.009045,0.0087922,0.0084957,0.007993,0.0077508,0.0074367,0.0071578,0.0068024,0.0064204,0.006046,0.005618,0.0051898,0.0045397,0.0042878,0.0037741,0.0036845,0.0035268,0.0033924,0.0031969,0.0029127,0.0025179,0.0022641,0.0019621,0.0017552,0.0018957,0.0017899,0.0017961,0.0017811,0.0017171,0.0026596,0.0012686,0.0010041,0.00086013,0.00078046,0.00070093,0.00067619,0.00073025
0.0018116,0.0018824,0.0019781,0.0021074,0.0023049,0.0025441,0.0028332,0.0031206,0.0035218,0.0040631,0.0049004,0.0057984,0.0063711,0.0071149,0.0076544,0.0081891,0.0086415,0.0090767,0.0093832,0.0097141,0.0099451,0.010146,0.010299,0.010442,0.010556,0.010616,0.010665,0.010707,0.010701,0.010706,0.010699,0.010608,0.010625,0.010568,0.010546,0.010495,0.010432,0.010418,0.010461,0.01051,0.010586,0.01063,0.010624,0.01072,0.010655,0.010581,0.010498,0.010332,0.010105,0.0097048,0.0092022,0.0089258,0.0086017,0.0082466,0.0078448,0.0073902,0.006921,0.0064559,0.005963,0.0052534,0.0049375,0.0043684,0.0042671,0.0040756,0.0039144,0.0036849,0.0033823,0.0029064,0.0026027,0.002248,0.0020073,0.0021819,0.0020698,0.0020507,0.0020324,0.0019547,0.0030494,0.0014548,0.0011433,0.00097681,0.00087789,0.0007832,0.00075352,0.00080578
0.0021724,0.0022533,0.0023879,0.0025459,0.0027649,0.0030558,0.0033935,0.0037549,0.0042208,0.0048623,0.0058559,0.0069052,0.0075481,0.008419,0.0090623,0.0096769,0.010183,0.010637,0.011079,0.011425,0.011677,0.011912,0.012053,0.012222,0.01233,0.012373,0.012427,0.012453,0.012477,0.012483,0.012411,0.012373,0.012277,0.012229,0.012143,0.012069,0.012005,0.011941,0.012016,0.011993,0.012045,0.012052,0.011989,0.011997,0.011936,0.011828,0.011709,0.011431,0.011067,0.010678,0.010016,0.0097068,0.0093422,0.0089183,0.0084524,0.0079848,0.0074576,0.0069555,0.0063888,0.0056421,0.0053005,0.0046908,0.0045801,0.0043183,0.0041808,0.003918,0.0035912,0.0030854,0.0027591,0.0023741,0.002119,0.0023127,0.0021868,0.0021727,0.002159,0.002088,0.0032283,0.0015278,0.0011931,0.0010119,0.00090621,0.00081603,0.0007887,0.00083301
